department,coa_id,account_name,hierarchy_path,parent_coa_id,is_residual,mapping_note,synonyms
Misc Income,S4.other_misc_income,Other Miscellaneous Income,Total Miscellaneous Income > Other Miscellaneous Income,S4.total_miscellaneous_income,TRUE,,commission income|revenue share|other miscellaneous income
Misc Income,S4.total_miscellaneous_income,Total Miscellaneous Income,,,FALSE,,
A&G,S5.salaries_and_wages,Salaries and Wages,Total Administrative and General Expenses > Labor Costs and Related Expenses > Salaries and Wages,S5.labor_costs_and_related_expenses,FALSE,,
A&G,S5.bonuses_and_incentives,Bonuses and Incentives,Total Administrative and General Expenses > Labor Costs and Related Expenses > Bonuses and Incentives,S5.labor_costs_and_related_expenses,FALSE,,
A&G,S5.contracted_leased_and_outsourced_labor,"Contracted, Leased and Outsourced Labor","Total Administrative and General Expenses > Labor Costs and Related Expenses > Contracted, Leased and Outsourced Labor",S5.labor_costs_and_related_expenses,FALSE,,
A&G,S5.employee_benefits_health_insurance_workers_comp,"Employee Benefits, Health Insurance and Workers' Compensation","Total Administrative and General Expenses > Labor Costs and Related Expenses > Total Payroll Related Expenses > Employee Benefits, Health Insurance and Workers' Compensation",S5.total_payroll_related_expenses,FALSE,Includes workers comp; excludes payroll taxes.,employee benefits|health insurance|workers compensation|workers comp
A&G,S5.supplemental_pay,Supplemental Pay,Total Administrative and General Expenses > Labor Costs and Related Expenses > Total Payroll Related Expenses > Supplemental Pay,S5.total_payroll_related_expenses,FALSE,,vacation PTO | sick pay | holiday pay | vacation expense | personal days
A&G,S5.payroll_taxes,Payroll Taxes,Total Administrative and General Expenses > Labor Costs and Related Expenses > Total Payroll Related Expenses > Payroll Taxes,S5.total_payroll_related_expenses,FALSE,Excludes workers comp.,FICA|FUTA|SUTA
A&G,S5.total_payroll_related_expenses,Total Payroll Related Expenses,Total Administrative and General Expenses > Labor Costs and Related Expenses > Total Payroll Related Expenses,S5.labor_costs_and_related_expenses,FALSE,,
A&G,S5.labor_costs_and_related_expenses,Labor Costs and Related Expenses,Total Administrative and General Expenses > Labor Costs and Related Expenses,S5.total_administrative_and_general_expenses,FALSE,,
A&G,S5.legal_services_and_professional_fees,Legal Services and Professional Fees,Total Administrative and General Expenses > Other Expenses > Legal Services and Professional Fees,S5.other_expenses,FALSE,Exclude accounting fees.,
A&G,S5.accounting_charges,Accounting Charges,Total Administrative and General Expenses > Other Expenses > Accounting Charges,S5.other_expenses,FALSE,Exclude payroll services.,central accounting|shared accounting charges|accounting fees
A&G,S5.payroll_services,Payroll Services,Total Administrative and General Expenses > Other Expenses > Payroll Services,S5.other_expenses,FALSE,,payroll processing|payroll service fees
A&G,S5.contract_services,Contract Services,Total Administrative and General Expenses > Other Expenses > Contract Services,S5.other_expenses,FALSE,,
A&G,S5.dues_and_subscriptions,Dues and Subscriptions,Total Administrative and General Expenses > Other Expenses > Dues and Subscriptions,S5.other_expenses,FALSE,,
A&G,S5.corporate_office_reimbursables,Corporate Office Reimbursables,Total Administrative and General Expenses > Other Expenses > Corporate Office Reimbursables,S5.other_expenses,FALSE,"Requires corporate, regional, cluster or shared-service allocation context.",corporate office allocation|regional allocation|cluster services|shared services
A&G,S5.credit_card_commissions,Credit Card Commissions,Total Administrative and General Expenses > Other Expenses > Credit Card Commissions,S5.other_expenses,FALSE,Exclude bank charges and credit and collection.,merchant fees|credit card fees|card commissions
A&G,S5.human_resources,Human Resources,Total Administrative and General Expenses > Other Expenses > Human Resources,S5.other_expenses,FALSE,Includes A&G training and non-payroll HR programs.,human resources|HR|training|recruiting|employee relations
A&G,S5.security,Security,Total Administrative and General Expenses > Other Expenses > Security,S5.other_expenses,FALSE,Exclude armored-car and cash-transport services.,
A&G,S5.ag_all_other,AG All Other,Total Administrative and General Expenses > Other Expenses > AG All Other,S5.other_expenses,TRUE,,bank charges|armored car|cash transport
A&G,S5.other_expenses,Other Expenses,Total Administrative and General Expenses > Other Expenses,S5.total_administrative_and_general_expenses,FALSE,,
A&G,S5.total_administrative_and_general_expenses,Total Administrative and General Expenses,,,FALSE,,
IT,S6.cost_of_cell_phones,Cost of Cell Phones,Total Information and Telecommunications Systems Expenses > Cost of Services > Cost of Cell Phones,S6.cost_of_services,FALSE,,
IT,S6.cost_of_internet,Cost of Internet,Total Information and Telecommunications Systems Expenses > Cost of Services > Cost of Internet,S6.cost_of_services,FALSE,,internet service|connectivity|broadband
IT,S6.complimentary_in_room_entertainment_cable_tv,Complimentary In-Room Entertainment and Cable TV,Total Information and Telecommunications Systems Expenses > Cost of Services > Complimentary In-Room Entertainment and Cable TV,S6.cost_of_services,FALSE,Includes cable TV.,cable tv|in-room entertainment|guestroom entertainment
IT,S6.other_cost_of_services,Other Cost of Services,Total Information and Telecommunications Systems Expenses > Cost of Services > Other Cost of Services,S6.cost_of_services,FALSE,,
IT,S6.cost_of_services,Cost of Services,Total Information and Telecommunications Systems Expenses > Cost of Services,S6.total_information_and_telecommunications_systems_expenses,FALSE,,
IT,S6.salaries_and_wages,Salaries and Wages,Total Information and Telecommunications Systems Expenses > Labor Costs and Related Expenses > Salaries and Wages,S6.labor_costs_and_related_expenses,FALSE,,
IT,S6.bonuses_and_incentives,Bonuses and Incentives,Total Information and Telecommunications Systems Expenses > Labor Costs and Related Expenses > Bonuses and Incentives,S6.labor_costs_and_related_expenses,FALSE,,
IT,S6.contracted_leased_and_outsourced_labor,"Contracted, Leased and Outsourced Labor","Total Information and Telecommunications Systems Expenses > Labor Costs and Related Expenses > Contracted, Leased and Outsourced Labor",S6.labor_costs_and_related_expenses,FALSE,,
IT,S6.employee_benefits_health_insurance_workers_comp,"Employee Benefits, Health Insurance and Workers' Compensation","Total Information and Telecommunications Systems Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Employee Benefits, Health Insurance and Workers' Compensation",S6.payroll_related_expenses,FALSE,Includes workers comp; excludes payroll taxes.,employee benefits|health insurance|workers compensation|workers comp
IT,S6.supplemental_pay,Supplemental Pay,Total Information and Telecommunications Systems Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Supplemental Pay,S6.payroll_related_expenses,FALSE,,vacation PTO | sick pay | holiday pay | vacation expense | personal days
IT,S6.payroll_taxes,Payroll Taxes,Total Information and Telecommunications Systems Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Payroll Taxes,S6.payroll_related_expenses,FALSE,Excludes workers comp.,FICA|FUTA|SUTA
IT,S6.payroll_related_expenses,Payroll-Related Expenses,Total Information and Telecommunications Systems Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses,S6.labor_costs_and_related_expenses,FALSE,,
IT,S6.labor_costs_and_related_expenses,Labor Costs and Related Expenses,Total Information and Telecommunications Systems Expenses > Labor Costs and Related Expenses,S6.total_information_and_telecommunications_systems_expenses,FALSE,,
IT,S6.system_expenses,System Expenses,Total Information and Telecommunications Systems Expenses > System Expenses,S6.total_information_and_telecommunications_systems_expenses,FALSE,Labels containing systems likely map here.,
IT,S6.brand_program_fees_and_corporate_office_reimbursables,Brand Program Fees and Corporate Office Reimbursables,Total Information and Telecommunications Systems Expenses > Other Expenses > Brand Program Fees and Corporate Office Reimbursables,S6.other_expenses,FALSE,Include cluster services.,brand program fees|corporate IT allocation|shared-service IT|cluster services
IT,S6.all_other_expenses,All Other Expenses,Total Information and Telecommunications Systems Expenses > Other Expenses > All Other Expenses,S6.other_expenses,TRUE,,
IT,S6.other_expenses,Other Expenses,Total Information and Telecommunications Systems Expenses > Other Expenses,S6.total_information_and_telecommunications_systems_expenses,FALSE,,
IT,S6.total_information_and_telecommunications_systems_expenses,Total Information and Telecommunications Systems Expenses,,,FALSE,,
S&M,S7.salaries_and_wages,Salaries and Wages,Total Sales and Marketing Expenses > Labor Costs and Related Expenses > Salaries and Wages,S7.labor_costs_and_related_expenses,FALSE,,
S&M,S7.bonuses_and_incentives,Bonuses and Incentives,Total Sales and Marketing Expenses > Labor Costs and Related Expenses > Bonuses and Incentives,S7.labor_costs_and_related_expenses,FALSE,,
S&M,S7.contracted_leased_and_outsourced_labor,"Contracted, Leased and Outsourced Labor","Total Sales and Marketing Expenses > Labor Costs and Related Expenses > Contracted, Leased and Outsourced Labor",S7.labor_costs_and_related_expenses,FALSE,,
S&M,S7.employee_benefits_health_insurance_workers_comp,"Employee Benefits, Health Insurance and Workers' Compensation","Total Sales and Marketing Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Employee Benefits, Health Insurance and Workers' Compensation",S7.payroll_related_expenses,FALSE,Includes workers comp; excludes payroll taxes.,employee benefits|health insurance|workers compensation|workers comp
S&M,S7.supplemental_pay,Supplemental Pay,Total Sales and Marketing Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Supplemental Pay,S7.payroll_related_expenses,FALSE,,vacation PTO | sick pay | holiday pay | vacation expense | personal days
S&M,S7.payroll_taxes,Payroll Taxes,Total Sales and Marketing Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Payroll Taxes,S7.payroll_related_expenses,FALSE,Excludes workers comp.,payroll tax|employer payroll taxes|FICA|FUTA|SUTA
S&M,S7.payroll_related_expenses,Payroll-Related Expenses,Total Sales and Marketing Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses,S7.labor_costs_and_related_expenses,FALSE,,
S&M,S7.labor_costs_and_related_expenses,Labor Costs and Related Expenses,Total Sales and Marketing Expenses > Labor Costs and Related Expenses,S7.total_sales_and_marketing_expenses,FALSE,,
S&M,S7.agency_fees,Agency Fees,Total Sales and Marketing Expenses > Other Expenses > Agency Fees,S7.other_expenses,FALSE,Includes public relations.,PR|public relations|advertising agency fees|marketing agency fees
S&M,S7.outside_services_market_research,Outside Services and Market Research,Total Sales and Marketing Expenses > Other Expenses > Outside Services and Market Research,S7.other_expenses,FALSE,,market research|outside sales representation
S&M,S7.website,Website,Total Sales and Marketing Expenses > Other Expenses > Website,S7.other_expenses,FALSE,,
S&M,S7.photography,Photography,Total Sales and Marketing Expenses > Other Expenses > Photography,S7.other_expenses,FALSE,,
S&M,S7.trade_shows_and_travel,Trade Shows and Travel,Total Sales and Marketing Expenses > Other Expenses > Trade Shows and Travel,S7.other_expenses,FALSE,,T&E|travel and entertainment|trade shows|sales travel | conventions
S&M,S7.promotion,Promotion,Total Sales and Marketing Expenses > Other Expenses > Promotion,S7.other_expenses,FALSE,"Explicit labels with ""promotion""",promotion
S&M,S7.corporate_office_reimbursables,Corporate Office Reimbursables,Total Sales and Marketing Expenses > Other Expenses > Corporate Office Reimbursables,S7.other_expenses,FALSE,"Requires corporate, regional, cluster or shared-service allocation context. Include franchise items only with corporate-office reimbursement context.",corporate office allocation|regional allocation|cluster services|shared services
S&M,S7.contract_services,Contract Services,Total Sales and Marketing Expenses > Other Expenses > Contract Services,S7.other_expenses,FALSE,,
S&M,S7.media_ecommerce_digital,"Media, E-Commerce and Digital","Total Sales and Marketing Expenses > Other Expenses > Media, E-Commerce and Digital",S7.other_expenses,FALSE,Includes e-commerce.,e-commerce|digital marketing|paid media|online distribution
S&M,S7.marketing_fees_revenue_fees,Marketing Fees and Revenue Fees,Total Sales and Marketing Expenses > Other Expenses > Marketing Fees and Revenue Fees,S7.other_expenses,FALSE,,revenue management fees|marketing fees
S&M,S7.franchise_and_affiliation_fees_royalties,Franchise and Affiliation Fees-Royalties,Total Sales and Marketing Expenses > Other Expenses > Franchise and Affiliation Fees-Royalties,S7.other_expenses,FALSE,,franchise fees|royalties
S&M,S7.franchise_and_affiliation_marketing,Franchise and Affiliation Marketing,Total Sales and Marketing Expenses > Other Expenses > Franchise and Affiliation Marketing,S7.other_expenses,FALSE,Include MI Program Services Fund only when found within S&M; do not reclassify the same label from Rooms.,franchise marketing|brand marketing assessment|program service contribution|MI Program Services Fund
S&M,S7.dues_and_subscriptions,Dues and Subscriptions,Total Sales and Marketing Expenses > Other Expenses > Dues and Subscriptions,S7.other_expenses,FALSE,,
S&M,S7.loyalty_programs,Loyalty Programs,Total Sales and Marketing Expenses > Other Expenses > Loyalty Programs,S7.other_expenses,FALSE,,
S&M,S7.sm_all_other,SM All Other,Total Sales and Marketing Expenses > Other Expenses > SM All Other,S7.other_expenses,TRUE,,collateral materials|brochures|printing|promotional materials
S&M,S7.other_expenses,Other Expenses,Total Sales and Marketing Expenses > Other Expenses,S7.total_sales_and_marketing_expenses,FALSE,,
S&M,S7.total_sales_and_marketing_expenses,Total Sales and Marketing Expenses,,,FALSE,,
POM,S8.salaries_and_wages,Salaries and Wages,Total Property Operation and Maintenance Expenses > Labor Costs and Related Expenses > Salaries and Wages,S8.labor_costs_and_related_expenses,FALSE,,
POM,S8.bonuses_and_incentives,Bonuses and Incentives,Total Property Operation and Maintenance Expenses > Labor Costs and Related Expenses > Bonuses and Incentives,S8.labor_costs_and_related_expenses,FALSE,,
POM,S8.contracted_leased_and_outsourced_labor,"Contracted, Leased and Outsourced Labor","Total Property Operation and Maintenance Expenses > Labor Costs and Related Expenses > Contracted, Leased and Outsourced Labor",S8.labor_costs_and_related_expenses,FALSE,,
POM,S8.employee_benefits_health_insurance_workers_comp,"Employee Benefits, Health Insurance and Workers' Compensation","Total Property Operation and Maintenance Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Employee Benefits, Health Insurance and Workers' Compensation",S8.payroll_related_expenses,FALSE,Includes workers comp; excludes payroll taxes.,employee benefits|health insurance|workers compensation
POM,S8.supplemental_pay,Supplemental Pay,Total Property Operation and Maintenance Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Supplemental Pay,S8.payroll_related_expenses,FALSE,,vacation PTO | sick pay | holiday pay | vacation expense | personal days
POM,S8.payroll_taxes,Payroll Taxes,Total Property Operation and Maintenance Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses > Payroll Taxes,S8.payroll_related_expenses,FALSE,Excludes workers comp.,FICA|FUTA|SUTA
POM,S8.payroll_related_expenses,Payroll-Related Expenses,Total Property Operation and Maintenance Expenses > Labor Costs and Related Expenses > Payroll-Related Expenses,S8.labor_costs_and_related_expenses,FALSE,,
POM,S8.labor_costs_and_related_expenses,Labor Costs and Related Expenses,Total Property Operation and Maintenance Expenses > Labor Costs and Related Expenses,S8.total_property_operation_and_maintenance_expenses,FALSE,,
POM,S8.contract_services,Contract Services,Total Property Operation and Maintenance Expenses > Other Expenses > Contract Services,S8.other_expenses,FALSE,"Only labels that explcitly include ""contract"" in it",contract services|service contracts|maintenance contracts
POM,S8.grounds_maintenance_and_landscaping,Grounds Maintenance and Landscaping,Total Property Operation and Maintenance Expenses > Other Expenses > Grounds Maintenance and Landscaping,S8.other_expenses,FALSE,,
POM,S8.waste_removal,Waste Removal,Total Property Operation and Maintenance Expenses > Other Expenses > Waste Removal,S8.other_expenses,FALSE,,trash removal|garbage collection|waste hauling|recycling service
POM,S8.hvac,HVAC,Total Property Operation and Maintenance Expenses > Other Expenses > HVAC,S8.other_expenses,FALSE,,heating | ventilation | air conditioning | electrical and mechanical
POM,S8.elevators,Elevators,Total Property Operation and Maintenance Expenses > Other Expenses > Elevators,S8.other_expenses,FALSE,,
POM,S8.building,Building,Total Property Operation and Maintenance Expenses > Other Expenses > Building,S8.other_expenses,FALSE,"Only map labels that explicitly include ""Building"" in it",
POM,S8.pom_all_other,POM All Other,Total Property Operation and Maintenance Expenses > Other Expenses > POM All Other,S8.other_expenses,TRUE,,
POM,S8.other_expenses,Other Expenses,Total Property Operation and Maintenance Expenses > Other Expenses,S8.total_property_operation_and_maintenance_expenses,FALSE,,
POM,S8.total_property_operation_and_maintenance_expenses,Total Property Operation and Maintenance Expenses,,,FALSE,,
Utilities,S9.energy,Energy,Total Utilities Expenses > Energy,S9.total_utilities_expenses,FALSE,,
Utilities,S9.water_and_sewer,Water and Sewer,Total Utilities Expenses > Water and Sewer,S9.total_utilities_expenses,FALSE,,
Utilities,S9.waste_removal,Waste Removal,Total Utilities Expenses > Waste Removal,S9.total_utilities_expenses,FALSE,Waste presented in Utilities.,trash removal|garbage collection|waste hauling
Utilities,S9.utilities_all_other,Utilities All Other,Total Utilities Expenses > Utilities All Other,S9.total_utilities_expenses,TRUE,"Residual Utilities expense bucket. First map identifiable energy, water and sewer, and waste removal detail; use this only for remaining Utilities expenses needed to reconcile to Total Utilities Expenses.",utilities all other|other utilities|other utility expense|miscellaneous utilities|utility services|contract services
Utilities,S9.total_utilities_expenses,Total Utilities Expenses,,,FALSE,,
Mgmt Fees,S10.base_fee,Base Fee,Total Management Fees > Base Fee,S10.total_management_fees,FALSE,Hotel-operator management fee only. No franchise fees,base management fee|operator base fee
Mgmt Fees,S10.incentive_and_other_fees,Incentive and Other Fees,Total Management Fees > Incentive and Other Fees,S10.total_management_fees,FALSE,Hotel-operator management fee only. No franchise fees,incentive management fee|other management fees
Mgmt Fees,S10.total_management_fees,Total Management Fees,,,FALSE,,
Non-Op,S11.rent,Rent,Total Non-Operating Income and Expenses > Rent,S11.total_non_operating_income_and_expenses,FALSE,"Includes storage, land, building and equipment rent.",ground rent|building rent|equipment lease|storage rent
Non-Op,S11.property_and_other_taxes,Property and Other Taxes,Total Non-Operating Income and Expenses > Property and Other Taxes,S11.total_non_operating_income_and_expenses,FALSE,,
Non-Op,S11.insurance,Insurance,Total Non-Operating Income and Expenses > Insurance,S11.total_non_operating_income_and_expenses,FALSE,,
Non-Op,S11.property_insurance,Property Insurance,Total Non-Operating Income and Expenses > Insurance > Property Insurance,S11.insurance,FALSE,,building insurance | casualty insurance | flood insurance
Non-Op,S11.general_liability_insurance,General Liability Insurance,Total Non-Operating Income and Expenses > Insurance > General Liability Insurance,S11.insurance,FALSE,,liability insurance
Non-Op,S11.non_operating_income,Non-Operating Income,Total Non-Operating Income and Expenses > Non-Operating Income,S11.total_non_operating_income_and_expenses,FALSE,Normalize as negative expense; negate positive source income.,non-operating income|non operating revenue
Non-Op,S11.other,Other,Total Non-Operating Income and Expenses > Other,S11.total_non_operating_income_and_expenses,TRUE,,
Non-Op,S11.total_non_operating_income_and_expenses,Total Non-Operating Income and Expenses,,,FALSE,,
